TermID	Name	Value	Frequency	Dispensability
GO:0043202	lysosomal lumen	-300	0.0078452930175769	0.09658133
GO:0005935	cellular bud neck	-300	0.0107523433882757	2.632e-05
GO:0005933	cellular bud	-300	0.0125065548995214	2.662e-05
GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	-300	0.0341210358531637	0.10789558
GO:0099738	cell cortex region	-300	0.0689357712797646	0.07737054
GO:0030428	cell septum	-300	0.0722545498145539	3.082e-05
GO:0034045	phagophore assembly site membrane	-300	0.0728284739220738	0.0776955
GO:0051286	cell tip	-300	0.0795234234024042	3.108e-05
GO:0045121	membrane raft	-300	0.1079376573690545	3.197e-05
GO:0098857	membrane microdomain	-300	0.1080499468683519	0.05106778
GO:0030427	site of polarized growth	-300	0.1384704198891153	3.273e-05
GO:0000407	phagophore assembly site	-300	0.153627006972055	0.08239805
GO:0009295	nucleoid	-300	0.19369190032136	3.381e-05
GO:0043025	neuronal cell body	-300	0.1946501040486977	3.383e-05
GO:0044297	cell body	-300	0.1993937115634603	3.391e-05
GO:0045177	apical part of cell	-300	0.2075958356565822	3.404e-05
GO:0048471	perinuclear region of cytoplasm	-300	0.2220786857437376	0.08493604
GO:0099568	cytoplasmic region	-300	0.286854754905086	3.517e-05
GO:0048475	coated membrane	-300	0.2960300546587852	0.06479615
GO:0032153	cell division site	-300	0.3191317476475662	3.556e-05
GO:0019898	extrinsic component of membrane	-300	0.4047163086898223	0.0667344
GO:0036477	somatodendritic compartment	-300	0.4853726083740268	3.718e-05
GO:0030288	outer membrane-bounded periplasmic space	-300	0.5877581738333776	3.796e-05
GO:0009986	cell surface	-300	0.6195435881011558	3.818e-05
GO:0098552	side of membrane	-300	0.7120826121332298	0.05925003
GO:0042597	periplasmic space	-300	0.8644070609134351	3.965e-05
GO:0099513	polymeric cytoskeletal fiber	-300	1.040684107554875	0.04910535
GO:0019867	outer membrane	-300	1.1089960482829877	0.07385559
GO:0030313	cell envelope	-300	1.1801401797156006	4.113e-05
GO:0045202	synapse	-300	1.189926833409919	4.117e-05
GO:0099080	supramolecular complex	-300	1.7908628038163958	4.33e-05
GO:0005615	extracellular space	-300	1.906263969905416	4.364e-05
GO:0120025	plasma membrane bounded cell projection	-300	2.0150749900467835	-0.0
GO:0042995	cell projection	-300	2.454214268576769	4.509e-05
GO:0005576	extracellular region	-300	3.728201021160707	5.311e-05
GO:0031974	membrane-enclosed lumen	-300	4.185416413755364	4.988e-05
GO:1990904	ribonucleoprotein complex	-300	4.3863098139649965	0.0
GO:0012505	endomembrane system	-300	6.834981971920888	7.846e-05
GO:0071944	cell periphery	-300	18.43152280655876	7.055e-05
GO:0032991	protein-containing complex	-300	18.975028936380134	-0.0
GO:0043226	organelle	-300	35.952457624126374	0.00012646
GO:0005737	cytoplasm	-300	41.7815777098856	0.09408604
GO:0016020	membrane	-300	49.86666869619539	0.00019969
GO:0005622	intracellular anatomical structure	-300	55.94877702387162	0.00026887
GO:0005575	cellular_component	-300	100.0	-0.0
