# WARNING - This exported Revigo data is only useful for the specific purpose of constructing a TreeMap visualization.
# Do not use this table as a general list of non-redundant GO categories, as it sets an extremely permissive 
# threshold to detect redundancies (c=0.10) and fill the 'representative' column, while normally c>=0.4 is recommended.
# To export a reduced-redundancy set of GO terms, go to the Scatterplot or Table tab, and export from there.
TermID	Name	Frequency	Value	Uniqueness	Dispensability	Representative
"GO:0000407"	"phagophore assembly site"	0.153627006972055	-300	0.9256085013884977	0.08239805	null
"GO:0005575"	"cellular_component"	100	-300	1	-0	null
"GO:0005576"	"extracellular region"	3.728201021160707	-300	0.9999329189208473	5.311E-05	null
"GO:0005615"	"extracellular space"	1.906263969905416	-300	0.999937888304675	4.364E-05	null
"GO:0005622"	"intracellular anatomical structure"	55.94877702387162	-300	0.9998980303968141	0.00026887	null
"GO:0005737"	"cytoplasm"	41.7815777098856	-300	0.9095195925303432	0.09408604	null
"GO:0005829"	"cytosol"	12.02696395270017	-300	0.8857222287195483	0.17107525	"cytoplasm"
"GO:0005933"	"cellular bud"	0.012506554899521485	-300	0.9999596412765669	2.662E-05	null
"GO:0005935"	"cellular bud neck"	0.010752343388275753	-300	0.9798652353854918	2.632E-05	null
"GO:0009295"	"nucleoid"	0.19369190032136008	-300	0.9999502152430764	3.381E-05	null
"GO:0009986"	"cell surface"	0.6195435881011558	-300	0.9999446637334084	3.818E-05	null
"GO:0012505"	"endomembrane system"	6.834981971920888	-300	0.999927612590598	7.846E-05	null
"GO:0016020"	"membrane"	49.86666869619539	-300	0.9999003672957214	0.00019969	null
"GO:0019867"	"outer membrane"	1.1089960482829875	-300	0.9735744525289508	0.07385559	null
"GO:0019898"	"extrinsic component of membrane"	0.40471630868982233	-300	0.9758884071944424	0.0667344	null
"GO:0030288"	"outer membrane-bounded periplasmic space"	0.5877581738333776	-300	0.9999449432195417	3.796E-05	null
"GO:0030313"	"cell envelope"	1.1801401797156006	-300	0.9999409840294492	4.113E-05	null
"GO:0030427"	"site of polarized growth"	0.13847041988911535	-300	0.9999516084878026	3.273E-05	null
"GO:0030428"	"cell septum"	0.0722545498145539	-300	0.9999540909927788	3.082E-05	null
"GO:0031974"	"membrane-enclosed lumen"	4.185416413755364	-300	0.9999319729195191	4.988E-05	null
"GO:0032153"	"cell division site"	0.3191317476475662	-300	0.9999479802397564	3.556E-05	null
"GO:0032991"	"protein-containing complex"	18.975028936380138	-300	1	-0	null
"GO:0034045"	"phagophore assembly site membrane"	0.07282847392207382	-300	0.9197613086222118	0.0776955	null
"GO:0036477"	"somatodendritic compartment"	0.48537260837402685	-300	0.9999459343752081	3.718E-05	null
"GO:0042597"	"periplasmic space"	0.8644070609134351	-300	0.9999428245205568	3.965E-05	null
"GO:0042995"	"cell projection"	2.454214268576769	-300	0.9999361124362182	4.509E-05	null
"GO:0043025"	"neuronal cell body"	0.1946501040486977	-300	0.9881661529041217	3.383E-05	null
"GO:0043202"	"lysosomal lumen"	0.007845293017576926	-300	0.8218900570121125	0.09658133	null
"GO:0005775"	"vacuolar lumen"	0.015216474815898245	-300	0.8157676583221334	0.55612246	"lysosomal lumen"
"GO:0005776"	"autophagosome"	0.12273990869865578	-300	0.8313478167917424	0.53331888	"lysosomal lumen"
"GO:0043226"	"organelle"	35.952457624126374	-300	0.9999064430547754	0.00012646	null
"GO:0044297"	"cell body"	0.19939371156346034	-300	0.9999500908701162	3.391E-05	null
"GO:0045121"	"membrane raft"	0.10793765736905453	-300	0.9783672413439709	3.197E-05	null
"GO:0045177"	"apical part of cell"	0.20759583565658227	-300	0.9999499169809357	3.404E-05	null
"GO:0045202"	"synapse"	1.189926833409919	-300	0.9364253579520941	4.117E-05	null
"GO:0000935"	"division septum"	0.009474738418492234	-300	0.9923245972786111	0.66123368	"synapse"
"GO:0031594"	"neuromuscular junction"	0.0428571588984999	-300	0.9443622375335408	0.63964348	"synapse"
"GO:0032154"	"cleavage furrow"	0.031471003669745604	-300	0.9278578736315214	0.43693037	"synapse"
"GO:0036062"	"presynaptic periactive zone"	0.0001222707881238134	-300	0.9217889511887295	0.43195322	"synapse"
"GO:0060077"	"inhibitory synapse"	0.0024129765737903584	-300	0.9528989200180239	0.51747526	"synapse"
"GO:0048471"	"perinuclear region of cytoplasm"	0.22207868574373765	-300	0.9233750364642681	0.08493604	null
"GO:0048475"	"coated membrane"	0.29603005465878524	-300	0.9765254528283914	0.06479615	null
"GO:0051286"	"cell tip"	0.07952342340240427	-300	0.9832376889470048	3.108E-05	null
"GO:0071944"	"cell periphery"	18.431522806558757	-300	0.9999165182377864	7.055E-05	null
"GO:0098552"	"side of membrane"	0.7120826121332298	-300	0.9746443076887905	0.05925003	null
"GO:0098857"	"membrane microdomain"	0.10804994686835193	-300	0.978365493530869	0.05106778	null
"GO:0099080"	"supramolecular complex"	1.7908628038163958	-300	0.9999383110290418	4.33E-05	null
"GO:0099513"	"polymeric cytoskeletal fiber"	1.040684107554875	-300	0.7004679159240681	0.04910535	null
"GO:0000123"	"histone acetyltransferase complex"	0.2530431390055417	-300	0.6390565022692094	0.63361169	"polymeric cytoskeletal fiber"
"GO:0000793"	"condensed chromosome"	0.39171817531559905	-300	0.7520558063647709	0.65895594	"polymeric cytoskeletal fiber"
"GO:0000796"	"condensin complex"	0.02517530574247252	-300	0.7428838517156754	0.52664359	"polymeric cytoskeletal fiber"
"GO:0000803"	"sex chromosome"	0.004950719257911138	-300	0.8165819165011005	0.47064758	"polymeric cytoskeletal fiber"
"GO:0000806"	"Y chromosome"	0.00018714916549563275	-300	0.8432634847400511	0.23049671	"polymeric cytoskeletal fiber"
"GO:0000814"	"ESCRT II complex"	0.019253906146190696	-300	0.6642565204283601	0.5942207	"polymeric cytoskeletal fiber"
"GO:0000940"	"outer kinetochore"	0.06970682584160667	-300	0.6913664638810725	0.66764622	"polymeric cytoskeletal fiber"
"GO:0005634"	"nucleus"	16.68197006187276	-300	0.7664156819583892	0.55355101	"polymeric cytoskeletal fiber"
"GO:0005657"	"replication fork"	0.3308597620186258	-300	0.755393364801232	0.64892634	"polymeric cytoskeletal fiber"
"GO:0005694"	"chromosome"	2.4935006213976125	-300	0.7387381850438727	0.57148838	"polymeric cytoskeletal fiber"
"GO:0005700"	"polytene chromosome"	0.007194013921652123	-300	0.8124216329010965	0.48243482	"polymeric cytoskeletal fiber"
"GO:0005739"	"mitochondrion"	4.598556930214697	-300	0.7957976224915168	0.24719214	"polymeric cytoskeletal fiber"
"GO:0005773"	"vacuole"	1.2731558102891367	-300	0.8212875143693688	0.2044658	"polymeric cytoskeletal fiber"
"GO:0005783"	"endoplasmic reticulum"	3.072994288082703	-300	0.7363882827131611	0.69041267	"polymeric cytoskeletal fiber"
"GO:0005793"	"endoplasmic reticulum-Golgi intermediate compartment"	0.1507823396565214	-300	0.8516363340486104	0.16206369	"polymeric cytoskeletal fiber"
"GO:0005794"	"Golgi apparatus"	2.331324640545717	-300	0.743537924357581	0.64183492	"polymeric cytoskeletal fiber"
