# WARNING - This exported Revigo data is only useful for the specific purpose of constructing a TreeMap visualization.
# Do not use this table as a general list of non-redundant GO categories, as it sets an extremely permissive 
# threshold to detect redundancies (c=0.10) and fill the 'representative' column, while normally c>=0.4 is recommended.
# To export a reduced-redundancy set of GO terms, go to the Scatterplot or Table tab, and export from there.
TermID	Name	Frequency	Value	Uniqueness	Dispensability	Representative
"GO:0000920"	"septum digestion after cytokinesis"	0.028079114381581876	-300	0.9892110581935118	0.01043815	null
"GO:0002376"	"immune system process"	0.9082220067499159	-300	1	-0	null
"GO:0006518"	"peptide metabolic process"	0.3993126721131813	-300	0.985178988255853	0.04380314	null
"GO:0006915"	"apoptotic process"	0.3770497347375319	-300	0.9856407864855811	0.01384954	null
"GO:0007017"	"microtubule-based process"	1.352798959497502	-300	0.9894491579226664	0.01745415	null
"GO:0007049"	"cell cycle"	2.051845347681118	-300	0.989008738478398	0.01834623	null
"GO:0007154"	"cell communication"	9.236864411598072	-300	0.9870306194413826	0.03454011	null
"GO:0007155"	"cell adhesion"	1.0284049482842672	-300	0.9897194049892237	0.01691288	null
"GO:0007163"	"establishment or maintenance of cell polarity"	0.22665860852530942	-300	0.9909845824010722	0.01322608	null
"GO:0007623"	"circadian rhythm"	0.07992013008151853	-300	0.997578183683095	-0	null
"GO:0008150"	"biological_process"	100	-300	1	-0	null
"GO:0008152"	"metabolic process"	58.08643542977757	-300	1	-0	null
"GO:0008219"	"cell death"	0.41977143778110804	-300	0.9905101198402102	0.0139886	null
"GO:0008283"	"cell population proliferation"	0.09822521192371914	-300	0.9915551904963547	0.01143802	null
"GO:0009987"	"cellular process"	74.54733381080298	-300	1	-0	null
"GO:0016032"	"viral process"	0.1208475068291468	-300	1	-0	null
"GO:0016477"	"cell migration"	0.48278207313949656	-300	0.9890420106529675	0.01417405	null
"GO:0008347"	"glial cell migration"	0.004157225121887429	-300	0.8808242378374204	0.6150186	"cell migration"
"GO:0019058"	"viral life cycle"	0.08843148856078835	-300	0.9991142056423504	-0	null
"GO:0022414"	"reproductive process"	1.0417430198861073	-300	1	-0	null
"GO:0030029"	"actin filament-based process"	0.8043086081733359	-300	0.9899496689680461	0.01645542	null
"GO:0032259"	"methylation"	2.6585910004764686	-300	0.9819341143738614	0.06472555	null
"GO:0032501"	"multicellular organismal process"	3.5834862120669206	-300	1	-0	null
"GO:0032502"	"developmental process"	3.830665120083749	-300	1	-0	null
"GO:0033013"	"tetrapyrrole metabolic process"	0.6907442447045591	-300	0.9843731724865298	0.0462407	null
"GO:0040007"	"growth"	0.11510024770563755	-300	1	-0	null
"GO:0040011"	"locomotion"	0.4992706765092561	-300	1	-0	null
"GO:0042440"	"pigment metabolic process"	0.481708923256049	-300	0.9849130789687419	0.04460808	null
"GO:0042592"	"homeostatic process"	1.9296957851447603	-300	1	-0	null
"GO:0043473"	"pigmentation"	0.043122903573397126	-300	1	-0	null
"GO:0043603"	"amide metabolic process"	1.8259719107448442	-300	0.9826915584251522	0.06144455	null
"GO:0044281"	"small molecule metabolic process"	14.792283225323425	-300	0.9773102168209209	0.0984493	null
"GO:0006139"	"nucleobase-containing compound metabolic process"	18.39314412781983	-300	0.9668128683422208	0.18871283	"small molecule metabolic process"
"GO:0009056"	"catabolic process"	9.05402280817628	-300	0.9788781091607882	0.10558269	"small molecule metabolic process"
"GO:0009058"	"biosynthetic process"	28.507692540195496	-300	0.9747599276400671	0.23058507	"small molecule metabolic process"
"GO:0043170"	"macromolecule metabolic process"	33.33895178165279	-300	0.9740538461260222	0.2504376	"small molecule metabolic process"
"GO:0044237"	"cellular metabolic process"	39.640441131550894	-300	0.9630634000174589	0.27679073	"small molecule metabolic process"
"GO:0044238"	"primary metabolic process"	48.680252087830326	-300	0.9721583757373863	0.17308534	"small molecule metabolic process"
"GO:0044419"	"biological process involved in interspecies interaction between organisms"	1.0657609019106056	-300	1	-0	null
"GO:0045023"	"G0 to G1 transition"	0.00032243723562300366	-300	0.9696556235447983	0.00795699	null
"GO:0046149"	"pigment catabolic process"	0.02274043984672466	-300	0.9863860988723618	0.0343381	null
"GO:0048066"	"developmental pigmentation"	0.023939118730300253	-300	0.9925020905745663	-0	null
"GO:0048511"	"rhythmic process"	0.13974577473077598	-300	1	-0	null
"GO:0048609"	"multicellular organismal reproductive process"	0.2748518991627019	-300	0.9673877039660039	-0	null
"GO:0000747"	"conjugation with cellular fusion"	0.018895806548685487	-300	0.9706159515058224	0.62425917	"multicellular organismal reproductive process"
"GO:0002065"	"columnar/cuboidal epithelial cell differentiation"	0.0133429943077275	-300	0.8891752498214414	0.66477315	"multicellular organismal reproductive process"
"GO:0007114"	"cell budding"	0.0024145872377569965	-300	0.9662161166380373	0.54655158	"multicellular organismal reproductive process"
"GO:0007291"	"sperm individualization"	0.0013192851778162592	-300	0.8658397157982894	0.60891156	"multicellular organismal reproductive process"
"GO:0007304"	"chorion-containing eggshell formation"	0.0025081186496171046	-300	0.8718631685418715	0.58272845	"multicellular organismal reproductive process"
"GO:0007565"	"female pregnancy"	0.012080320247616044	-300	0.9056841637775549	0.60553888	"multicellular organismal reproductive process"
"GO:0033206"	"meiotic cytokinesis"	0.007600657890105613	-300	0.9421531574579507	0.58729786	"multicellular organismal reproductive process"
"GO:0036093"	"germ cell proliferation"	0.0003962778239336152	-300	0.9679346918918247	0.56124886	"multicellular organismal reproductive process"
"GO:0044703"	"multi-organism reproductive process"	0.01361128177858939	-300	0.9729713464751553	0.61042131	"multicellular organismal reproductive process"
"GO:0048134"	"germ-line cyst formation"	0.0004947319416810971	-300	0.8929869757368829	0.49871779	"multicellular organismal reproductive process"
"GO:0048870"	"cell motility"	0.8376747086779577	-300	0.9899123341012915	0.01652936	null
"GO:0050896"	"response to stimulus"	16.94347616187058	-300	1	-0	null
"GO:0051012"	"microtubule sliding"	0.005003930534515774	-300	0.9821481592165108	0.00931641	null
"GO:0010970"	"transport along microtubule"	0.18064361524308	-300	0.9224958096546138	0.64599884	"microtubule sliding"
"GO:0030036"	"actin cytoskeleton organization"	0.7770466629690582	-300	0.9287635489492566	0.66889323	"microtubule sliding"
"GO:0030865"	"cortical cytoskeleton organization"	0.11460797711690014	-300	0.9394992710106309	0.57208025	"microtubule sliding"
"GO:0031023"	"microtubule organizing center organization"	0.1038395579882693	-300	0.9335970233748212	0.68451645	"microtubule sliding"
"GO:0031109"	"microtubule polymerization or depolymerization"	0.10858750781664162	-300	0.9333826761784532	0.50750426	"microtubule sliding"
"GO:0051179"	"localization"	19.630402257434774	-300	1	-0	null
"GO:0051301"	"cell division"	1.377833380287743	-300	0.9894305512597802	0.01749159	null
"GO:0051703"	"biological process involved in intraspecies interaction between organisms"	0.11758867553170517	-300	1	-0	null
"GO:0060249"	"anatomical structure homeostasis"	0.043615174162134535	-300	0.9164321800420293	-0	null
"GO:0000086"	"G2/M transition of mitotic cell cycle"	0.01862505772487991	-300	0.9586274123862504	0.60525164	"anatomical structure homeostasis"
"GO:0001700"	"embryonic development via the syncytial blastoderm"	0.0023604374729958816	-300	0.8917626670495759	0.50819855	"anatomical structure homeostasis"
"GO:0001816"	"cytokine production"	0.001796787648891547	-300	0.8998925039285808	0.34392083	"anatomical structure homeostasis"
"GO:0007099"	"centriole replication"	0.036711079155092356	-300	0.910809528296887	0.63976393	"anatomical structure homeostasis"
"GO:0019827"	"stem cell population maintenance"	0.017052253193863887	-300	0.8937708357773141	0.39107028	"anatomical structure homeostasis"
"GO:0022402"	"cell cycle process"	1.8491578554743764	-300	0.9482424343343143	0.46123595	"anatomical structure homeostasis"
"GO:0022404"	"molting cycle process"	0.009198075950558507	-300	0.930917563500048	0.37689633	"anatomical structure homeostasis"
"GO:0032637"	"interleukin-8 production"	0.00011371450599834171	-300	0.9127400963045836	0.29961439	"anatomical structure homeostasis"
